incredere_sist_fiscal,parere_sist_fiscal,TRANSPARENCY,VALUE FOR MONEY,ECONOMICAL,TRUST,SOCIAL WELFARE,WORK PLACE CREATION,SOCIO-ECONOMIC DEVELOPMENT,STABILITY,PREDICTIBILITY,FIN_INSP,FINES,CLEAR_LAW,FISC_FACIL,SUBV,INVEST_TAX,Q_PUBLIC_SV,PUBLIC_INV,TRANSP,nemultumiri_sist_fiscal,schimbari_sist_fiscal,ce_ofera_sistemul,motivare_incredere_sist_fiscal,nemultumiri_sist_fiscal_sentiment,schimbari_sist_fiscal_sentiment,ce_ofera_sistemul_sentiment,motivare_incredere_sist_fiscal_sentiment,overall_sentiment_all_responses
0,1,5,5,4,5,4,5,5,5,5,3,3,4,3,4,5,4,3,5,"Taxele și impozitele sunt prea mari, iar oamenii nu sunt stimulați sau ajutați sa iși inființeze propria afacere.",Aș schimba sistemul de taxe și impozite și l-aș regândi pentru fiecare categorie de salariat. De asemena aș schimba și modul de administrare al cheltuielilor publice.,"În momentul actual, pot să spun ca sistemul fiscal actual nu-mi oferă nici măcar garanția unei pensii la bătrânețe.","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",0,1,0,1,0
1,4,4,4,3,3,4,5,4,4,3,3,1,3,4,5,5,3,4,3,taxele si impozitele ,"scaderea taxelor si impozitelor, cresterea salariilor, mai multe locuri de munca", salariile mici,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,0,0,0
1,3,5,4,4,5,5,4,4,4,4,4,5,4,4,4,2,5,4,5,"Nu functioneaza destul de eficient astfel incat unele intreprinderi reusesc sa se eschiveze de la plata unor tipuri de impozite, de ex : impozitul pe profit","As implimenta niste amenzi destul de ridicate pentru cei ce nu respecta termenul de achitare a impozitelor si cei care se eschiveaza de la plata lor si m-as concentra pe crearea increderii intre stat si cetateni, plus as acorda si unele facilitati pentru cei care isi respecta obligatiile de contribuabil.","bursa, protectie sociala si servicii de interes public general pentru ca prin intermediul sistemului fiscal se gasesc resurse pentru finantarea acestora.","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,2,5,5,5,4,4,5,5,5,5,5,3,4,1,4,2,5,4,5,Raportul dintre salarii(mult prea mici)-taxe(mult prea mari și multe) este în defavoarea atât angajatorului cât și angajatului. ,"Scăderea taxelor, impozitelor și aducerea salariilor la standardele UE.","Stabilitate, finanțarea serviciilor publice","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,3,5,4,4,4,4,4,5,4,2,2,4,4,4,4,4,3,5,"Pe lângă faptul că, au caracter obligatoriu, ceea ce presupune ca toate persoanele fizice și/sau juridice care realizează venituri dintr-o anumită sursă să participe prin impozite la constituirea fondurilor generale ale statului, ar fi mai ideal ca fiecare cetățean să aibă conformare voluntară la acest sistem fiscal, dar care ar putea fi mai ieftin pentru noi, ca și în alte state și mai bine administrat.","Din punctul meu de vedere taxele pentru că sunt o prelevare fără contracompensație sau fără vreun echivalent direct și imediat din partea statului în favoarea contribuabiluli, aș modifica sistemul spre un ramburs minim, dar motivant pentru contribuabili.","Eu consider că, sistemul fiscal oferă baza financiară pentru exercitarea autorităţii, cu speranța noastră, ca în viitorul apropiat...ne vom apropia de statele fruntașe în segmentul sistemului fiscal.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
0,3,4,4,3,4,2,5,5,4,3,3,3,4,5,5,3,5,4,5,"Impozitul pe profit mult prea ridicat duce ca antreprenorii sa fie nevoiti sa ""fure"" din proprii lor bani pentru a nu da tot statului care pana in prezent se s-a dovedit a fi ineficient in gestionarea acestei sume de bani provenite din taxa pe profit.","Taxa pe profit
Impozitul pe salarii mai mici de 2000 de lei","Dupa cum vad eu lucrurile, inafara de taxe, cam nimic.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
0,4,5,5,5,5,4,4,5,5,5,4,4,5,4,5,4,5,5,5,"Birocratia excesiva, numarul mare de taxe si impozite si evaziunea fiscala.","As reduce numarul de taxe si impozite, as incuraja investitiile prin scutire de anumite taxe si as scurta procedurile cu privire la birocratia excesiva.",Ofera servicii de protectie sociala.,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
0,3,4,4,4,5,4,4,5,5,4,3,2,3,4,4,4,5,4,4,"Sistemul fiscal românesc este unul birocratic şi corupt, care are nevoie de mai multă stabilitate, transparenţă şi predictabilitate în politica fiscală. Nu există nicio viziune pe termen lung cu privire la strategia fiscală pe care țara noastră ar trebui să o adopte.","După părerea mea, ar trebui redus numărul taxelor, ceea ce va duce la scăderea costurilor de administrare, adică economii la buget şi ar trebui încurajate investițiile.","După părerea mea, sistemul fiscal actual are nevoie de numeroase imbunătățiri pentru a ne oferii ceva cu adevărat folositor dezvoltării viitorului nostru. Momentan ne poate oferii doar instabilitate din punct de vedere economic şi incertitudine în ceea ce priveşte viitorul ţării noaste.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,0,0,1,0
0,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,Instabilitatea ,Să ajungem în punctul în care putem avem încredere în acest sistem.,Nesiguranță,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,4,5,4,4,5,4,4,5,5,4,4,4,5,3,4,4,4,5,5,fiscalitatea in tara,trasparenta si increderea,servicii publice,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
1,4,4,4,4,4,4,4,5,5,5,5,2,5,3,4,4,4,4,5,"Un aspect observat de mine este lipsa implementării unei strategii fiscale moderne și predictibile pe termen lung , fiind esențial, în contextul concurentei care exista intre statele europene pentru atragerea de noi investiții și implicit crearea de noi locuri de munca .","Ca prim pas, consider ca este necesara negocierea unui consens la nivel politic privind principiile de echitate și solidaritate sociala ce vor trebui respectate, pentru a avea susținerea parlamentara și populara strict necesara implementării oricăror schimbări în fiscalitate. Cred ca avem nevoie de politici ec",Sistemul fiscal,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,4,4,4,4,4,4,5,4,4,4,4,4,5,3,4,4,4,5,4,"Gradul de incertitudine privind sistemul fiscal şi calitatea relaţiei cu autorităţile fiscale adica transparenţa, nivelul de pregătire şi disponibilitatea acestora.","Aș incerca să  reduc numărul de taxe şi a plăţilor aferente, să încurajez investiţiile.  Diminuarea cotelor taxelor, precum şi facilitarea unui dialog eficient şi coerent între autorităţile fiscale şi contribuabili.",Instabilitate și incertitudine.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
0,4,5,4,4,5,4,5,4,5,4,3,2,3,4,4,3,5,4,5,Taxe și impozite mari.,"Mai multe finantari din partea statului pentru a infiinta noi firme,cu scopul de a infiinta noi locuri de munca, astfel scade rata somajului, cresc veniturile . ",Nimic.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,0,0,0
1,2,5,3,3,3,4,3,4,5,4,3,4,2,5,3,3,5,2,4,Nu știm exact cum și unde se folosesc banii colectați din taxe și impozite.,Ași încerca să transparentizez cât mai mult sistemul fiscal și ași scădea puțin taxele și impozitele pentru a scoate economia subterană la suprafeță.,Sistemul de pensii și ajutoare sociale.,"Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
0,1,5,4,5,5,5,5,5,4,3,4,3,5,3,5,1,3,5,5,Totul,"Daca as fii ministrul finantelor, as tine foarte mult seama de parerea cetatenilor si in functie de parerea majoritatii as face restructurari in sistemul fiscal.",Nimic,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
0,3,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,transparenta,o distribuire si utilizare mai eficienta a taxelor si impoziltelor colectate,minim de bunastare sociala ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,4,1,3,4,5,3,4,4,5,3,3,1,1,4,4,2,5,5,5,"Consider ca sistemul fiscal este bine gandit si bine pus la punct. Cu toate acestea nu intotdeauna se respecta principiile acestuia. Spre exemplu nu toate magazinele mici au case de marcat spre colectarea TVA , sau politicieni care ne fura banii populatiei si nu sunt prinsi .","As face taxe si impozite mai mari pentru acei politicieni care au salarii prea mari nefacand nimic,as incuraja agricultura prin subventii mai mari , as da mai multe burse studentilor eminenti .","Iluminat gratis(desi in zona unde stau nu am niciuo lumina noaptea), ofera subventii pentru animale si pamant. ","Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
1,3,4,3,2,4,4,4,4,4,2,3,2,4,2,3,4,4,4,4,Existenta a mai multor taxe care ar putea fi eliminate sau reduse.,As elimina din taxe.,Sistemul financiar arata felul fondurilor si destinatiile lor.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
0,1,4,4,4,4,4,4,4,5,4,3,4,4,3,3,3,5,4,5,Faptul că nu ne dă încredere și siguranță.,"L-aș ""reformula"" astfel încât să fie unul care să mulțumească pe toată lumea.",Nimic sigur și stabil.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,5,3,4,5,4,5,4,5,4,3,2,4,4,5,3,5,4,5,Se modifică destul de des.,Aș face un sistem fiscal mai stabil și fără prea multă birocrație.,Sistemul fiscal actual încearcă să se apropie de cetățeni și să le ofere o transparență cu privire la cheltuielile statului.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,0,0,0
0,1,5,4,4,5,5,5,5,5,5,2,3,3,4,4,5,4,5,4,"Numarul ridicat de taxe, impozite si lipsa beneficiilor. Gradul scazut de predictibilitate, schimbarile legislative foarte dese ce deruteaza investitorii si ii inhiba. ","In mare, as incerca sa schimb lucrurile ce am spus ca ma nemultumesc la punctul 11, introducerea cotei unice de impozitare,  m-as axa mai mult pe transparenta, pe increderea contribuabililor si pe explicarea necesitatii taxelor si impozitelor astfel incat acestia sa le plateasca in mod voluntar. Reducerea evazunii fiscale.","Neincredere, teama, frustrare. ","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,4,5,4,4,5,5,5,4,5,4,5,5,5,4,4,5,4,5,5,"In primul rand procedura de constiturire a sistemului fiscal ,adica modul de formare in plan teoretic nu se imbina cu planul practic.",Nu cred ca as schimba ceva ci doar as insista mai mult sa se realizeze anumite atributii ce le revin in special persoanelor desemnate .,"In opinia mea sistemul fiscal imi ofera o viziune ampla despre circuitul bancar ,financiar si restul circuitelor ce se invarte in jurul sau.","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,1,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,"Personalul este foarte ""amabil"" 
Isi desfasoara activitatea într-o viteză de melc.
",Nu stiu sincer....,"Servicii publice gratuite
Grădinița copilului meu care ar fi trebui sa fie gratuită dar sincer nu prea simt asta la buzunar :))",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
1,1,3,4,4,5,5,3,4,5,3,4,4,5,4,3,5,5,3,4,taxele foarte mari,da,nu prea multe,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,4,2,4,4,4,3,5,4,5,3,1,2,3,4,3,5,4,4,4,Nimic,Mai putine taxe,Nimic,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,1,5,4,4,5,4,4,5,5,5,5,4,4,3,3,5,4,5,5,"Pe partea de cheltuieli, ar trebui să primeze creșterea eficienței în alocarea fondurilor, și nu tăierea oarbă a sumelor fără modificarea structurii de utilizare.",Totul,.,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,1,1,1
0,1,5,5,3,5,5,5,5,5,3,3,5,4,5,5,5,5,5,5,"Legat de sistemul fiscal românesc sunt nemulțumit de birocrația excesivă și lipsa de transparență a acestuia, care generează neîncredere în rândul contribuabililor.","Probabil aș impune o reformă legată modul în care funcționează acest sistem, luând ca model sisteme fiscale din țări puternic dezvoltate.","În momentul de față sistemul nostru fiscal asigură funcționarea statului în condiții relativ normale, dar nu este întru totul eficient.","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
0,4,5,4,4,5,4,5,4,5,4,3,3,5,5,5,5,4,4,5,"Sistemul fiscal românesc trebuie sa fie mai bine organizat, structurat și cat mai stabil.","Dacă aș deține această funcție, aș încerca să schimb anumite taxe și impozite, pe care fiecare cetățean le resimte în bugetul sau personal, în taxe și impozite mai stabile, fixe si cât mai clare pentru ca fiecare cetățean să le înțeleagă. Transparentă totală despre penalizările care se pot aplica pentru toate taxele și impozitele în caz de neplata lor.","În prezent, sistemul fiscal ne ofera doar precizări cu referire la câte taxe și impozite sunt de plată și sumele acestora.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
1,4,4,5,5,4,4,5,5,5,4,5,5,5,4,5,4,5,5,5,Înca nu pot sa ma exprim in legatura cu asta.,Probabil as schimba cate ceva.. dar pana nu sunt pusa in fapta nu cred ca pit soune ce as schimba.,-,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
0,4,5,4,4,5,5,5,5,5,5,4,3,4,4,5,5,5,5,5,"Impozite si taxe , unele dintre ele nefondate.","Trasparenta sa fie mai accentuata, iar prevederile referitor la plata impozitelor si taxelor sa fie mai clare.","Unele beneficii precum: iluminatul stradal.-pozitive
                                   locuri de parcare insuficiente.- negative ",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,0,0,0
0,3,5,5,4,4,4,4,5,5,4,5,5,4,5,4,4,5,5,4,Instabilitatea acestuia,Ar fi mai multe lucri de schimbat cu privire la sistemul fiscal romanesc,Nu atat de multe ,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat",1,0,0,1,0
0,1,5,4,4,5,4,5,5,5,4,5,4,5,4,4,4,5,4,5,Ar trebui sa existe mai multa transparenta in ceea ce privește cheltuirea  banilor publici.,"Modul de organizare și perspectivele acestuia, mi-as dori un sistem fiscal care sa încurajeze antreprenori.",Numeroase plăti și puține încasări. ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
